ref_num_code,cndn_code,msg_data_element_name,data_format,data_element_code,data_element_chk_ind,fixed_val,ignore_record_ind,sort_seq_num,msg_id,msg_typ,msg_ver,rmk,msg_std_code,def_msg_ind,cre_datt_bu,cre_by,mod_datt_bu,mod_by,txn_id,ver_id,eix_id,par_fmtr_ind,,,,
6.10.1,M,Separator,Slant,,,,N,140,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
6.10.2,M,Volume Code,aa,604,Y,,N,141,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
6.10.3,M,Volume Amount,n[...9]p,500,,,N,142,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
6.11,O,Density Group BKD,,,,,N,143,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
6.11.1,M,Separator,Slant,,,,N,144,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
6.11.2,M,Density Indicator DG,aa,603,,DG,N,145,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
6.11.3,M,Density Group,n[...2],602,,,N,146,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
6.12,M,Separator,CRLF,,,,N,147,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7,O,Status Details MAN,,,,,N,148,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.1,M,Status Code MAN,aaa,400,,MAN,N,149,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.2,M,Separator,Slant,,,,N,150,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.3,M,Movement Detail MAN,,,,,N,151,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.3.1,O,Carrier Code,mm,312,,,N,152,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.3.2,O,Flight Number,nnn(n)(a),800,,,N,153,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.3.3,M,Separator,Slant,,,,N,154,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.3.4,O,Day of Scheduled Departure,nn,202,,,N,155,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.3.5,O,Month of Scheduled Departure,aaa,201,,,N,156,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.3.6,M,Separator,Slant,,,,N,157,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.3.7,M,Airport Code of Departure,aaa,313,,,N,158,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.3.8,M,Airport Code of Arrival,aaa,313,,,N,159,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.4,M,Quantity Detail MAN,,,,,N,160,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.4.1,M,Separator,Slant,,,,N,161,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.4.2,M,Shipment Description Code,a,703,Y,,N,162,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.4.3,M,Number of Pieces,n[...4],701,,,N,163,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.4.4,O,Weight Code,a,601,Y,,N,164,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.4.5,O,Weight,n[...7]p,600,,,N,165,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.6,O,Time of Departure Information MAN,,,,,N,166,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.6.1,M,Separator,Slant,,,,N,167,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.6.2,M,Type of Time Indicator,a,206,,,N,168,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.6.3,M,Time,nnnn,203,,,N,169,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.6.4,O,Separator,Hyphen,,,,N,170,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.6.5,O,Day Change Indicator,a,205,,,N,171,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.8,O,Time of Arrival Information MAN,,,,,N,172,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.8.1,M,Separator,Slant,,,,N,173,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.8.2,M,Type of Time Indicator,a,206,,,N,174,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.8.3,M,Time,nnnn,203,,,N,175,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.8.4,O,Separator,Hyphen,,,,N,176,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.8.5,O,Day Change Indicator,a,205,,,N,177,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
7.9,M,Separator,CRLF,,,,N,178,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8,O,Status Details DEP,,,,,N,179,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.1,M,Status Code DEP,aaa,400,,DEP,N,180,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.2,M,Separator,Slant,,,,N,181,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.3,M,Movement Detail DEP,,,,,N,182,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.3.1,O,Carrier Code ,mm,312,,,N,183,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.3.2,O,Flight Number,nnn(n)(a),800,,,N,184,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.3.3,M,Separator,Slant,,,,N,185,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.3.4,O,Day of Scheduled Departure,nn,202,,,N,186,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.3.5,O,Month of Scheduled Departure,aaa,201,,,N,187,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.3.6,M,Separator,Slant,,,,N,188,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.3.7,M,Airport Code of Departure,aaa,313,,,N,189,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.3.8,M,Airport Code of Arrival,aaa,313,,,N,190,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.4,M,Quantity Detail DEP,,,,,N,191,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.4.1,M,Separator,Slant,,,,N,192,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.4.2,M,Shipment Description Code,a,703,Y,,N,193,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.4.3,M,Number of Pieces,n[...4],704,,,N,194,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.4.4,O,Weight Code,a,601,Y,,N,195,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.4.5,O,Weight,n[...7]p,600,,,N,196,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.6,O,Time of Departure Information DEP,,,,,N,197,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.6.1,M,Separator,Slant,,,,N,198,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.6.2,M,Type of Time Indicator,a,206,,,N,199,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.6.3,M,Time,nnnn,203,,,N,200,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.6.4,O,Separator,Hyphen,,,,N,201,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.6.5,O,Day Change Indicator,a,205,,,N,202,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.8,O,Time of Arrival Information DEP,,,,,N,203,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.8.1,M,Separator,Slant,,,,N,204,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.8.2,M,Type of Time Indicator,a,206,,,N,205,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.8.3,M,Time,nnnn,203,,,N,206,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.8.4,O,Separator,Hyphen,,,,N,207,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.8.5,O,Day Change Indicator,a,205,,,N,208,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
8.9,M,Separator,CRLF,,,,N,209,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9,O,Status Details PRE,,,,,N,210,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.1,M,Status Code PRE,aaa,400,,PRE,N,211,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.2,M,Separator,Slant,,,,N,212,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.3,M,Movement Detail PRE,,,,,N,213,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.3.1,O,Carrier Code,mm,312,,,N,214,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.3.2,O,Flight Number,nnn(n)(a),800,,,N,215,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.3.3,M,Separator,Slant,,,,N,216,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.3.4,O,Day of Scheduled Departure,nn,202,,,N,217,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.3.5,O,Month of Scheduled Departure,aaa,201,,,N,218,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.3.6,M,Separator,Slant,,,,N,219,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.3.7,M,Airport Code of Departure,aaa,313,,,N,220,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.3.8,M,Airport Code of Arrival,aaa,313,,,N,221,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.4,M,Quantity Detail PRE,,,,,N,222,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.4.1,M,Separator,Slant,,,,N,223,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.4.2,M,Shipment Description Code,a,703,Y,,N,224,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.4.3,M,Number of Pieces,n[...4],701,,,N,225,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.4.4,O,Weight Code,a,601,Y,,N,226,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.4.5,O,Weight,n[...7]p,600,,,N,227,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.6,O,Time of Departure Information PRE,,,,,N,228,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.6.1,M,Seprator,Slant,,,,N,229,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.6.2,M,Type of Time Indicator,a,206,,,N,230,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.6.3,M,Time,nnnn,203,,,N,231,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.6.4,O,Separator,Hyphen,,,,N,232,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.6.5,O,Day Change Indicator,a,205,,,N,233,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.7,O,Time of Arrival Information PRE,,,,,N,234,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.7.1,M,Separator,Slant,,,,N,235,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.7.2,M,Type of Time Indicator,a,206,,,N,236,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.7.3,M,Time,nnnn,203,,,N,237,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.7.4,O,Separator,Hyphen,,,,N,238,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.7.5,O,Day Change Indicator,a,205,,,N,239,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
9.8,M,Separator,CRLF,,,,N,240,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10,O,Status Details TRM,,,,,N,241,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.1,M,Status Code TRM,aaa,400,,TRM,N,242,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.2,M,Separator,Slant,,,,N,243,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.3,M,Movement Detail,,,,,N,244,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.3.1,M,Carrier Code Receiving Carrier,mm,312,,,N,245,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.3.2,M,Separator,Slant,,,,N,246,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.3.3,M,Airport Code of Transfer,aaa,313,,,N,247,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.4,M,Quantity Detail TRM,,,,,N,248,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.4.1,M,Separator,Slant,,,,N,249,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.4.2,M,Shipment Description Code,a,703,Y,,N,250,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.4.3,M,Number of Pieces,n[...4],701,,,N,251,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.4.4,O,Weight Code,a,601,Y,,N,252,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.4.5,O,Weight,n[...7]p,600,,,N,253,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
10.5,M,Separator,CRLF,,,,N,254,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11,O,Status Details TFD,,,,,N,255,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.1,M,Status Code TFD,aaa,400,,TFD,N,256,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.2,M,Separator,Slant,,,,N,257,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.3,M,Movement Detail,,,,,N,258,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.3.1,M,Carrier Code Receiving Carrier,mm,312,,,N,259,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.3.2,M,Separator,Slant,,,,N,260,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.3.3,M,Day of Transfer,nn,202,,,N,261,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.3.4,M,Month of Transfer,aaa,201,,,N,262,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.3.5,O,Actual Time ,nnnn,203,,,N,263,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.3.6,M,Separator,Slant,,,,N,264,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.3.7,M,Airport Code of Transfer,aaa,313,,,N,265,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.4,M,Quantity Detail TFD,,,,,N,266,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.4.1,M,Separator,Slant,,,,N,267,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.4.2,M,Shipment Description Code,a,703,Y,,N,268,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.4.3,M,Number of Pieces,n[...4],701,,,N,269,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.4.4,O,Weight Code,a,601,Y,,N,270,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.4.5,O,Weight,n[...7]p,600,,,N,271,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.5,O,Transfer Reference TFD,,,,,N,272,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.5.1,M,Separator,Slant,,,,N,273,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.5.2,M,Transfer Manifest Number,n[6],118,,,N,274,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.6,M,Separator,CRLF,,,,N,275,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.7,O,Transferred from Detail,,,,,N,276,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.7.1,M,Separator,Slant,,,,N,277,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.7.2,M,Carrier Code Transferring Carrier,mm,312,,,N,278,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.7.3,O,Separator,Slant,,,,N,279,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.7.4,O,Name,t[...35],300,,,N,280,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
11.8,M,Separator,CRLF,,,,N,281,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12,O,Status Details NFD,,,,,N,282,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.1,M,Status Code NFD,aaa,400,,NFD,N,283,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.2,M,Separator,Slant,,,,N,284,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.3,M,Movement Detail,,,,,N,285,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.3.1,M,Day of Notification,nn,202,,,N,286,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.3.2,M,Month of Notification,aaa,201,,,N,287,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
12.3.3,O,Actual Time,nnnn,203,,,N,288,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
